student_id,age,gender,year_of_study,course,attendance_percentage,cgpa,study_hours_per_day,assignment_workload,exam_frequency,academic_pressure,sleep_hours,sleep_quality,screen_time_hours,physical_activity_hours,social_interaction_hours,breaks_per_day,hobbies_hours_per_week,days_off_per_week,academic_pressure_score,lifestyle_balance_score,burnout_score,burnout_risk
STU1328,22,Other,3,Computer Science,90.6,7.84,4.3,5,0,4,7.6,8,5.7,6.7,10.7,5,9.7,2,29.86,65.84,23.2,Low
STU1329,21,Female,1,Medicine,68.1,7.58,6.7,7,2,6,6.4,5,6.8,3.5,6.7,4,6.7,1,54.27,44.42,35.04,Moderate
STU1330,20,Male,3,Business,93.8,7.81,6.1,6,4,4,8.1,7,6.1,5.8,13.2,5,7.6,2,45.66,63.64,35.91,Moderate
STU1331,21,Female,1,Commerce,77.9,6.2,2.7,6,4,6,6.9,5,5.7,4.7,7.9,4,5.5,1,54.82,48.72,61.27,High
STU1332,21,Female,4,Commerce,85.1,7.88,4.9,2,3,3,6.6,9,7.1,7.5,12.2,5,8.2,2,28.54,63.98,28.27,Low
STU1333,19,Female,4,Computer Science,82.8,6.27,4.0,3,5,1,8.0,10,7.2,5.9,13.4,7,10.0,1,32.97,69.77,32.27,Moderate
STU1334,28,Male,2,Commerce,100.0,7.85,3.7,1,1,1,9.0,10,5.1,7.1,9.5,4,8.8,2,9.67,72.01,6.18,Low
STU1335,25,Female,2,Computer Science,73.7,7.36,6.1,9,1,9,6.4,5,11.4,3.8,7.7,3,2.2,1,65.76,35.81,71.29,High
STU1336,21,Female,1,Design,64.5,6.92,6.3,7,3,6,6.0,5,9.2,2.9,4.9,3,3.1,0,58.63,33.39,60.02,High
STU1337,19,Male,1,Engineering,99.0,8.89,4.8,3,0,3,8.1,7,5.0,9.5,12.0,6,5.1,2,18.24,69.44,31.69,Moderate
STU1338,21,Male,1,Engineering,79.9,7.5,6.1,8,3,6,6.8,6,9.2,7.3,6.5,5,5.7,1,57.71,50.65,45.03,Moderate
STU1339,18,Female,3,Engineering,85.3,7.88,6.1,6,0,6,5.6,7,5.1,4.9,8.7,4,6.7,1,41.62,50.53,32.55,Moderate
STU1340,18,Female,3,Business,85.8,6.85,4.2,4,2,5,8.1,10,4.9,6.3,13.7,6,8.0,2,38.78,72.54,39.84,Moderate
STU1341,19,Female,4,Computer Science,94.1,8.65,5.3,4,1,3,7.4,8,5.0,4.5,13.6,5,9.5,1,25.65,62.42,37.42,Moderate
STU1342,20,Female,2,Commerce,76.1,6.62,3.4,2,0,4,8.1,9,4.0,4.5,11.4,5,9.2,1,25.23,65.94,24.96,Low
STU1343,22,Male,3,Computer Science,66.7,8.03,8.3,7,5,7,4.3,3,11.6,2.4,5.9,3,4.5,2,67.42,26.45,88.75,Very High
STU1344,21,Male,2,Commerce,74.2,6.06,6.7,8,1,8,6.2,3,7.5,1.0,4.1,1,4.6,2,62.23,31.18,67.25,High
STU1345,21,Male,2,Business,83.4,8.19,5.5,9,3,6,4.3,6,9.7,3.1,10.8,3,4.0,1,58.26,35.14,60.8,High
STU1346,20,Female,1,Engineering,82.8,7.88,5.7,7,2,5,7.4,6,10.5,4.0,11.8,2,2.5,1,47.15,42.68,55.67,Moderate
STU1347,20,Male,2,Medicine,88.8,8.15,6.5,5,1,3,8.5,8,6.5,8.2,11.7,6,7.8,2,31.14,70.22,34.17,Moderate
STU1348,20,Male,2,Arts,65.9,7.44,5.0,5,1,4,6.1,6,9.0,5.5,12.6,3,7.3,2,38.23,49.46,52.79,Moderate
STU1349,26,Male,3,Medicine,76.8,8.41,10.7,10,5,9,4.7,5,11.4,2.8,5.5,2,4.6,0,82.1,27.04,73.03,High
STU1350,18,Male,4,Medicine,69.2,7.86,10.1,10,3,9,6.4,7,7.0,1.5,6.1,3,3.9,0,77.78,39.44,70.11,High
STU1351,22,Male,2,Commerce,93.4,6.72,3.7,4,2,1,8.6,9,4.3,7.1,10.7,6,5.8,3,23.98,72.89,24.61,Low
STU1352,21,Male,1,Commerce,89.2,6.94,3.7,5,0,5,5.6,6,8.6,2.6,10.5,4,4.3,1,34.43,40.68,48.29,Moderate
STU1353,20,Female,2,Computer Science,93.0,6.41,3.1,4,2,2,8.2,9,8.4,8.0,18.4,6,9.9,2,27.4,73.29,39.35,Moderate
STU1354,21,Male,3,Business,81.9,7.31,4.4,6,2,5,5.4,4,8.1,4.7,9.9,3,5.4,1,44.39,39.68,51.05,Moderate
STU1355,20,Male,1,Engineering,80.3,7.27,5.2,3,0,4,6.5,9,8.3,6.6,13.3,5,10.2,2,27.72,62.84,31.13,Moderate
STU1356,22,Male,3,Computer Science,84.6,7.63,6.0,6,1,4,6.9,8,9.1,3.4,10.5,6,10.5,3,38.41,58.31,40.11,Moderate
STU1357,23,Female,4,Design,66.2,7.19,7.1,6,0,8,5.3,5,10.7,5.1,11.1,5,5.7,1,53.46,41.96,54.85,Moderate
STU1358,20,Male,4,Engineering,76.9,8.35,3.4,2,2,2,7.3,10,7.0,6.8,14.8,7,11.7,2,21.54,72.85,23.01,Low
STU1359,19,Male,1,Computer Science,79.6,6.81,3.5,6,0,4,6.6,9,5.7,5.9,15.2,4,8.2,2,35.52,63.45,38.89,Moderate
STU1360,21,Female,4,Commerce,89.0,6.96,3.7,7,1,3,9.3,9,6.8,3.4,14.6,6,5.8,2,36.32,66.74,35.39,Moderate
STU1361,23,Female,3,Business,75.7,6.92,5.1,4,0,4,8.3,7,6.0,5.2,7.1,5,5.8,3,31.77,60.84,37.12,Moderate
STU1362,19,Male,2,Business,84.2,7.97,5.5,7,4,5,7.1,7,6.6,2.8,11.9,2,5.8,2,52.6,50.1,55.89,Moderate
STU1363,21,Male,3,Arts,91.2,8.12,5.1,7,1,7,5.0,6,7.3,3.2,6.3,2,4.9,1,48.52,37.16,62.25,High
STU1364,21,Male,4,Business,80.3,6.47,8.1,8,1,8,6.5,6,8.8,3.0,8.0,1,3.9,1,61.69,38.35,69.17,High
STU1365,21,Female,2,Computer Science,83.0,7.52,4.5,6,2,5,6.0,5,8.5,4.3,12.4,5,6.2,2,43.94,47.95,55.25,Moderate
STU1366,19,Male,2,Engineering,75.4,9.46,6.4,7,2,7,6.5,6,7.3,2.7,13.7,3,4.6,1,53.0,45.45,58.11,Moderate
STU1367,21,Female,2,Design,69.4,7.92,5.7,5,2,4,8.3,7,8.0,6.3,13.0,3,10.6,2,40.43,62.17,30.49,Moderate
STU1368,23,Female,3,Engineering,100.0,8.32,4.5,3,1,1,6.9,10,6.5,10.0,15.1,6,6.2,2,15.11,72.31,16.44,Low
STU1369,19,Female,1,Commerce,74.9,8.25,5.4,5,1,5,6.7,5,8.1,6.9,8.8,3,6.9,2,39.04,50.48,41.16,Moderate
STU1370,19,Female,4,Commerce,70.1,7.87,6.5,6,3,5,6.5,8,5.6,2.6,10.8,4,7.4,1,50.17,52.26,47.9,Moderate
STU1371,25,Female,3,Engineering,80.8,7.74,6.8,6,3,5,6.4,6,7.7,3.3,10.9,5,9.8,2,48.86,51.83,43.33,Moderate
STU1372,19,Female,3,Business,67.5,7.3,5.9,5,2,5,6.3,7,9.5,3.1,10.7,4,5.6,2,45.28,46.69,43.21,Moderate
STU1373,22,Female,1,Medicine,79.1,7.29,6.7,6,3,3,7.3,8,5.1,3.8,11.1,5,8.3,2,43.14,60.59,30.97,Moderate
STU1374,20,Female,3,Medicine,83.3,7.2,6.9,6,2,2,8.4,8,7.0,6.8,13.9,5,10.3,1,36.42,67.11,32.04,Moderate
STU1375,19,Male,1,Arts,95.5,6.95,4.7,7,0,6,5.9,7,7.6,4.0,11.5,4,5.0,2,43.08,49.09,47.74,Moderate
STU1376,22,Female,1,Medicine,73.7,8.09,9.4,8,2,7,5.7,7,8.9,3.4,6.1,3,5.9,0,60.84,39.43,59.51,Moderate
STU1377,20,Female,2,Computer Science,84.3,5.91,5.9,7,5,7,7.8,5,12.5,4.6,5.8,2,4.5,1,66.02,39.08,61.13,High
STU1378,20,Male,2,Medicine,79.3,8.1,7.5,7,2,6,7.1,8,8.1,4.5,11.9,4,6.9,1,52.2,54.16,50.69,Moderate
STU1379,20,Female,3,Design,83.9,7.36,3.5,7,3,5,6.6,8,7.5,1.9,13.3,4,5.8,2,49.0,51.15,53.18,Moderate
STU1380,21,Male,1,Design,81.3,6.95,4.7,5,1,2,8.1,10,6.8,3.9,10.4,5,11.9,3,29.56,68.11,32.4,Moderate
STU1381,19,Female,2,Design,94.5,7.95,6.1,7,4,5,7.0,7,8.3,5.2,12.6,4,7.3,2,51.42,55.31,50.77,Moderate
STU1382,20,Female,1,Commerce,76.1,6.94,4.9,8,3,7,5.9,6,7.3,2.2,6.2,3,5.1,1,61.61,39.57,66.48,High
STU1383,25,Male,4,Engineering,78.6,6.81,4.9,5,3,4,7.6,8,6.7,4.8,12.7,6,10.0,1,43.08,62.62,36.43,Moderate
STU1384,19,Male,3,Business,76.4,7.68,5.1,8,4,7,6.7,5,6.7,1.0,11.2,4,2.9,1,63.49,41.36,69.35,High
STU1385,21,Male,3,Business,100.0,6.76,5.1,7,2,5,6.4,9,10.4,7.7,8.4,4,9.9,1,45.65,56.22,40.86,Moderate
STU1386,20,Male,2,Computer Science,73.6,8.94,9.3,7,5,10,4.6,3,9.8,3.6,6.5,2,2.6,0,75.58,25.63,72.36,High
STU1387,22,Male,1,Computer Science,77.5,8.5,6.4,5,0,2,7.5,9,9.5,6.2,13.0,5,8.6,2,26.03,62.5,14.83,Low
STU1388,19,Female,4,Arts,78.8,8.43,3.8,7,2,3,8.2,10,4.7,6.3,16.9,5,12.5,2,38.65,76.4,27.11,Low
STU1389,25,Female,2,Business,73.9,6.48,5.3,5,2,7,7.4,5,4.7,3.5,8.7,3,4.4,1,51.74,47.92,41.98,Moderate
STU1390,20,Female,2,Business,74.9,7.27,3.9,4,1,5,8.3,7,5.8,5.5,13.7,4,8.8,2,36.65,63.9,45.15,Moderate
STU1391,19,Female,3,Business,72.1,7.47,8.8,8,0,7,6.1,4,9.7,1.5,6.1,1,8.1,1,55.64,32.44,68.04,High
STU1392,18,Male,1,Medicine,83.5,7.96,7.7,8,3,6,6.0,6,5.2,2.3,5.9,3,6.8,2,57.68,45.08,51.73,Moderate
STU1393,19,Male,4,Commerce,71.8,8.35,6.5,6,3,7,5.0,2,9.9,5.5,6.6,2,6.6,1,55.76,32.23,58.39,Moderate
STU1394,20,Female,3,Medicine,98.5,7.84,8.6,5,4,4,7.6,7,7.2,4.2,11.9,5,7.2,2,44.13,57.62,32.22,Moderate
STU1395,20,Male,2,Computer Science,65.1,7.22,6.6,4,2,4,6.5,8,8.3,5.6,10.1,5,10.0,2,40.28,57.94,34.87,Moderate
STU1396,22,Male,1,Design,69.8,7.36,4.8,4,2,6,7.9,8,6.4,6.3,11.6,4,6.8,2,44.43,62.55,44.84,Moderate
STU1397,20,Female,1,Medicine,82.6,7.93,7.8,7,3,7,5.1,4,6.6,0.7,4.8,3,0.9,1,58.52,29.01,73.95,High
STU1398,19,Female,4,Commerce,78.4,7.55,5.5,2,2,2,7.8,10,5.1,7.3,17.2,5,9.6,1,24.38,72.85,24.9,Low
STU1399,21,Female,3,Medicine,67.2,8.58,9.3,8,2,8,5.0,5,9.2,2.8,13.2,5,5.8,1,64.36,40.5,62.45,High
STU1400,21,Female,1,Medicine,90.6,8.63,8.0,6,2,6,6.2,6,7.7,3.1,8.3,4,6.0,0,47.07,42.55,53.0,Moderate
STU1401,19,Female,1,Computer Science,76.9,7.91,5.5,7,0,7,5.6,7,12.6,3.3,8.0,4,4.9,1,48.58,37.93,51.33,Moderate
STU1402,19,Male,3,Engineering,72.8,6.79,5.7,5,5,3,6.8,9,6.9,3.5,10.1,6,7.0,1,47.41,56.52,47.37,Moderate
STU1403,18,Female,3,Computer Science,73.1,8.82,8.5,8,2,8,5.2,4,11.2,3.0,4.0,3,6.3,1,62.31,30.63,63.58,High
STU1404,21,Female,2,Computer Science,82.9,6.89,4.4,5,0,2,7.9,9,5.9,6.1,17.1,6,12.5,2,26.14,73.55,30.93,Moderate
STU1405,21,Other,2,Arts,74.5,6.4,2.7,5,1,7,7.9,7,7.2,3.6,6.5,3,4.9,1,46.61,49.18,48.23,Moderate
STU1406,20,Male,1,Computer Science,78.1,8.52,6.7,8,5,9,5.4,2,7.6,4.5,1.7,3,4.1,2,72.81,33.33,58.64,Moderate
STU1407,22,Male,3,Engineering,83.5,7.9,4.3,4,1,4,7.7,9,6.6,5.4,12.0,6,8.4,2,31.17,65.83,36.32,Moderate
STU1408,22,Female,4,Commerce,83.9,7.22,2.8,3,1,2,9.3,10,3.8,7.0,11.1,7,13.7,2,21.54,82.04,20.66,Low
STU1409,21,Female,1,Commerce,61.6,6.83,6.8,7,2,9,5.3,3,9.6,1.9,6.7,3,1.6,1,66.68,27.67,65.96,High
STU1410,22,Male,3,Computer Science,83.4,7.29,7.8,8,2,7,4.7,5,10.0,5.8,7.4,4,2.5,1,59.23,36.87,60.83,High
STU1411,19,Female,2,Design,81.9,6.63,3.5,6,3,5,5.9,6,8.9,6.8,9.8,3,6.5,3,47.77,50.69,41.43,Moderate
STU1412,19,Female,2,Design,76.6,7.37,7.1,5,2,5,6.4,6,10.4,7.9,7.9,4,8.6,1,44.64,50.4,39.07,Moderate
STU1413,19,Male,1,Computer Science,79.3,8.21,5.9,7,5,7,5.2,7,9.6,3.5,7.6,3,3.8,1,63.02,38.36,59.36,Moderate
STU1414,18,Male,4,Engineering,79.1,8.7,7.7,8,3,7,5.0,5,6.0,3.3,7.2,2,7.3,2,60.51,40.86,62.06,High
STU1415,20,Female,2,Arts,80.9,6.46,3.7,5,4,5,6.4,6,6.6,3.3,9.0,5,5.2,2,48.61,49.09,52.79,Moderate
STU1416,24,Female,3,Business,79.0,6.47,4.0,5,0,2,8.9,9,5.2,7.0,18.7,7,6.3,3,27.16,78.14,15.88,Low
STU1417,18,Female,2,Commerce,87.8,7.05,4.0,3,1,4,8.2,9,4.5,7.3,9.9,4,7.4,2,28.84,68.32,30.16,Moderate
STU1418,19,Female,1,Computer Science,72.7,8.04,8.0,8,2,7,5.6,3,10.6,3.2,5.3,2,4.0,0,59.93,27.3,58.06,Moderate
STU1419,20,Female,1,Engineering,88.1,9.01,3.8,3,2,3,7.0,9,6.6,7.6,10.4,4,11.5,2,25.02,65.9,30.09,Moderate
STU1420,24,Female,3,Medicine,81.2,6.75,9.0,10,2,8,6.1,4,9.5,3.7,9.1,2,5.1,2,70.38,38.38,64.54,High
STU1421,20,Female,1,Computer Science,93.5,7.16,3.4,6,1,4,7.3,8,7.6,6.9,11.7,4,7.5,1,35.54,59.2,39.33,Moderate
STU1422,20,Male,3,Medicine,91.4,8.15,4.5,1,1,1,8.2,10,1.0,8.5,11.1,5,9.3,2,11.27,78.94,10.74,Low
STU1423,18,Male,2,Commerce,80.9,8.4,6.9,6,4,7,5.7,7,6.6,2.4,9.9,4,6.7,1,57.49,45.94,64.27,High
STU1424,19,Male,2,Engineering,83.6,6.5,6.5,6,3,6,5.3,7,6.5,5.0,9.6,4,6.5,1,53.54,48.53,66.97,High
STU1425,26,Female,2,Design,75.0,7.29,5.3,4,2,6,6.6,9,7.8,5.9,7.3,4,6.6,2,44.1,56.01,42.14,Moderate
STU1426,25,Female,2,Business,73.6,7.94,5.2,6,1,3,7.1,8,8.2,3.9,13.6,6,8.2,2,35.72,59.02,32.83,Moderate
STU1427,18,Female,1,Engineering,78.0,9.32,9.0,8,2,8,5.6,2,9.6,0.7,7.8,1,2.0,1,61.08,23.37,60.52,High
STU1428,24,Female,2,Business,77.5,7.65,5.7,5,2,4,6.8,4,7.9,5.5,9.7,5,5.0,2,39.53,48.91,35.61,Moderate
STU1429,21,Female,3,Computer Science,82.6,7.1,5.3,7,2,6,6.6,8,6.8,8.2,8.1,7,3.0,2,51.48,60.69,52.88,Moderate
STU1430,22,Male,3,Business,76.7,7.5,4.6,4,2,5,6.4,9,8.8,4.8,10.2,4,7.9,2,39.55,54.95,38.45,Moderate
STU1431,20,Male,2,Computer Science,70.7,6.65,3.8,4,2,3,8.9,9,5.7,6.1,13.8,8,11.2,2,34.63,76.62,18.83,Low
STU1432,20,Male,2,Computer Science,84.9,8.07,7.9,6,2,6,6.4,6,9.0,3.9,11.2,6,3.6,2,48.87,48.5,41.4,Moderate
STU1433,20,Female,1,Commerce,96.8,7.59,4.7,4,1,4,7.0,7,7.0,4.2,17.1,5,9.4,2,29.8,60.21,25.36,Low
STU1434,21,Male,1,Medicine,94.5,6.61,3.3,2,0,2,9.1,10,5.1,7.7,18.9,5,11.2,3,15.43,82.41,26.02,Low
STU1435,19,Female,1,Business,85.7,6.68,2.6,5,1,4,8.2,9,7.0,7.4,11.5,6,8.6,2,34.19,69.68,42.9,Moderate
STU1436,18,Female,4,Engineering,81.0,8.59,8.8,8,3,8,6.2,5,7.6,2.7,10.5,3,4.8,0,64.63,39.44,60.85,High
STU1437,20,Female,1,Engineering,71.2,6.13,6.2,8,1,7,6.1,5,7.7,5.6,7.5,2,3.2,1,58.86,41.24,56.1,Moderate
STU1438,21,Male,1,Medicine,84.2,9.09,4.6,5,1,3,6.8,7,7.0,4.9,12.3,4,8.6,3,28.76,58.17,19.43,Low
STU1439,19,Other,2,Medicine,78.0,9.56,10.6,10,3,8,5.4,6,8.6,1.7,8.9,3,7.7,2,70.57,40.64,54.13,Moderate
STU1440,21,Female,1,Engineering,83.0,8.54,7.3,9,2,8,5.7,3,6.7,4.5,4.4,3,6.1,0,62.91,36.24,56.48,Moderate
STU1441,25,Male,3,Commerce,80.1,7.92,7.0,8,2,8,5.9,3,10.8,4.2,3.1,3,3.4,0,61.39,29.18,70.46,High
STU1442,19,Male,1,Design,77.0,6.19,7.6,8,3,7,6.4,5,11.7,3.1,6.2,3,5.1,2,64.96,37.27,81.65,Very High
STU1443,21,Female,1,Business,84.1,7.15,3.3,4,3,4,8.0,6,7.0,6.1,11.4,5,10.5,2,37.48,62.13,43.18,Moderate
STU1444,20,Female,3,Arts,71.7,6.18,5.5,3,2,7,5.7,4,6.7,4.6,12.0,5,5.0,2,47.22,46.95,48.84,Moderate
STU1445,22,Female,2,Engineering,88.7,8.3,6.0,5,5,4,7.0,6,9.7,4.2,10.8,4,5.2,1,45.83,46.56,50.69,Moderate
STU1446,19,Other,3,Commerce,77.1,8.16,7.1,6,3,9,4.9,4,9.0,0.3,4.1,3,5.8,1,62.36,27.98,67.95,High
STU1447,21,Female,3,Engineering,71.8,7.68,8.9,9,4,7,4.5,6,9.6,2.1,7.2,4,7.5,0,70.21,34.45,65.28,High
STU1448,22,Male,1,Commerce,94.1,7.13,1.9,1,1,2,7.8,8,3.0,5.9,16.2,4,13.1,2,13.68,72.09,19.48,Low
STU1449,24,Female,3,Medicine,85.4,7.54,4.2,4,1,1,7.7,10,5.4,7.3,15.7,6,7.9,3,21.37,74.92,10.17,Low
STU1450,21,Male,1,Arts,82.5,7.91,4.7,6,5,6,4.6,5,8.4,2.9,7.9,4,6.3,1,55.87,36.87,53.85,Moderate
STU1451,20,Female,3,Design,81.6,8.39,7.2,6,0,4,5.8,7,9.4,2.3,10.0,5,8.7,2,35.64,47.14,41.08,Moderate
STU1452,21,Male,2,Arts,77.9,7.35,5.1,4,1,6,6.6,5,8.8,1.3,7.5,3,6.6,1,40.35,38.47,42.48,Moderate
STU1453,22,Male,1,Business,82.5,7.32,2.2,5,3,1,7.7,9,4.2,5.2,13.8,6,8.1,2,29.33,69.0,31.58,Moderate
STU1454,21,Male,3,Business,88.3,7.91,5.4,2,1,2,8.4,10,8.2,6.3,17.8,5,11.3,3,19.04,74.25,26.31,Low
STU1455,18,Male,4,Design,84.4,7.44,6.4,7,0,7,5.9,5,11.0,1.9,8.4,4,6.7,1,48.87,36.6,65.75,High
STU1456,24,Female,4,Medicine,72.0,9.23,11.6,10,2,10,6.5,5,9.7,2.4,6.5,3,5.0,2,76.62,38.89,65.6,High
STU1457,21,Male,3,Engineering,82.9,7.04,6.1,9,3,6,5.7,6,9.9,6.4,8.3,4,9.6,2,60.76,49.26,41.43,Moderate
STU1458,21,Female,2,Engineering,70.0,7.56,7.3,7,5,7,6.2,5,9.8,1.3,9.4,3,8.0,0,66.82,36.39,77.1,High
STU1459,19,Female,1,Computer Science,70.0,6.53,5.1,5,3,6,7.9,9,7.7,6.6,12.6,3,5.3,2,51.81,61.42,37.7,Moderate
STU1460,21,Male,1,Medicine,84.2,8.33,8.7,8,3,7,5.7,5,6.7,3.9,9.3,1,5.2,1,61.11,39.69,75.99,High
STU1461,20,Female,2,Medicine,80.4,7.96,8.7,9,4,8,4.5,6,8.9,2.5,7.0,5,6.7,2,71.47,39.8,77.89,High
STU1462,21,Male,2,Medicine,65.6,8.11,9.9,9,3,7,7.0,5,8.5,4.0,8.0,3,6.3,1,68.36,44.06,59.5,Moderate
STU1463,19,Other,4,Arts,82.8,7.59,6.1,5,4,5,7.2,7,8.0,3.0,10.7,5,3.9,1,48.41,49.29,47.16,Moderate
STU1464,21,Female,2,Business,85.6,8.66,3.6,6,3,3,6.9,9,7.3,8.1,8.8,4,9.8,3,37.19,65.29,26.62,Low
STU1465,28,Male,2,Computer Science,78.5,7.17,6.7,6,2,4,7.1,7,11.0,4.9,11.5,6,7.5,1,43.77,52.44,28.27,Low
STU1466,18,Female,2,Engineering,79.5,8.7,9.3,10,2,8,4.7,4,9.3,3.2,7.2,2,3.0,1,67.67,29.85,72.75,High
STU1467,25,Female,4,Engineering,71.9,7.19,8.1,7,2,6,6.0,6,9.4,5.6,16.3,4,4.7,2,55.45,50.23,51.26,Moderate
STU1468,20,Female,3,Engineering,80.1,7.18,5.8,5,0,3,6.2,7,8.2,3.6,10.2,6,8.6,2,30.63,52.9,47.2,Moderate
STU1469,22,Male,3,Design,72.4,8.58,6.6,7,2,7,5.3,6,7.8,3.8,9.9,5,3.5,1,55.13,42.96,65.52,High
STU1470,22,Male,2,Medicine,67.6,7.59,5.5,5,3,4,7.5,8,6.4,5.4,12.3,5,6.6,2,44.11,61.53,27.74,Low
STU1471,21,Male,4,Commerce,70.2,7.23,5.6,6,0,3,7.3,9,7.3,5.5,12.4,4,9.5,3,34.81,64.13,35.65,Moderate
STU1472,21,Other,1,Business,80.4,7.23,5.6,6,4,7,4.3,6,8.4,5.4,8.5,3,7.2,2,58.44,42.74,73.76,High
STU1473,22,Female,4,Design,67.9,8.9,8.1,7,1,7,6.3,4,10.2,4.9,7.8,3,4.6,1,53.6,38.55,49.84,Moderate
STU1474,20,Female,2,Computer Science,82.6,7.64,5.5,4,3,3,9.0,10,8.0,4.4,15.5,6,10.0,2,35.42,70.92,40.81,Moderate
STU1475,20,Male,2,Commerce,70.1,6.96,4.1,6,3,6,6.2,5,9.0,4.3,11.4,3,3.9,2,53.02,43.41,57.34,Moderate
STU1476,21,Female,2,Engineering,89.5,7.44,5.1,6,0,4,7.9,8,7.4,9.1,11.3,6,7.3,1,34.16,66.62,35.86,Moderate
STU1477,22,Female,3,Engineering,79.9,7.83,6.1,5,1,5,6.8,9,7.3,5.6,9.1,4,5.7,2,39.49,57.0,40.62,Moderate
STU1478,21,Female,1,Computer Science,99.3,8.65,3.6,1,1,2,8.5,8,8.0,5.8,12.8,5,10.7,3,11.7,67.79,12.32,Low
STU1479,22,Male,4,Medicine,81.6,7.06,9.7,10,4,9,4.8,5,8.5,3.1,5.0,2,3.2,1,79.72,31.61,61.81,High
STU1480,20,Male,2,Engineering,92.4,8.81,10.0,10,2,8,6.5,5,10.4,1.4,2.1,2,0.8,0,65.92,27.0,64.48,High
STU1481,22,Female,2,Engineering,66.1,7.73,8.8,10,4,9,4.1,4,9.8,1.7,7.9,1,4.7,1,80.43,25.54,68.83,High
STU1482,19,Female,1,Commerce,93.6,7.43,5.5,6,1,6,5.5,5,7.6,4.3,4.6,5,9.0,1,43.49,43.86,53.5,Moderate
STU1483,20,Male,2,Design,86.1,7.18,5.9,4,2,4,6.2,6,9.0,8.2,14.0,5,9.4,1,36.27,56.73,55.33,Moderate
STU1484,18,Male,2,Engineering,73.5,6.97,5.5,6,1,4,6.9,6,7.8,6.3,9.3,3,9.9,2,40.94,54.41,54.46,Moderate
STU1485,20,Female,2,Computer Science,83.2,6.25,5.4,4,0,4,6.8,9,7.2,6.3,19.0,7,8.3,3,31.88,70.27,26.92,Low
STU1486,20,Male,3,Business,69.8,7.67,5.3,8,1,9,4.2,5,10.1,4.9,6.3,2,9.9,2,62.44,37.53,71.07,High
STU1487,20,Female,2,Computer Science,83.1,8.17,5.9,5,2,6,4.8,6,9.3,7.2,13.2,4,5.5,2,44.56,48.3,54.37,Moderate
STU1488,21,Female,4,Arts,75.4,7.49,6.8,5,1,4,6.6,7,6.7,5.4,7.4,5,4.8,2,38.06,53.29,43.96,Moderate
STU1489,20,Male,3,Commerce,76.4,7.14,5.8,8,4,6,6.4,3,7.4,5.0,11.2,3,3.1,1,61.64,41.25,72.81,High
STU1490,20,Male,4,Engineering,85.2,7.71,6.2,5,0,5,6.5,8,7.2,5.8,12.8,6,10.5,2,35.89,62.45,22.95,Low
STU1491,19,Female,1,Engineering,89.0,7.23,4.1,5,1,6,7.6,9,7.7,5.8,14.5,7,8.9,2,40.64,67.71,31.33,Moderate
STU1492,20,Male,2,Computer Science,86.1,7.39,4.4,4,0,3,7.0,9,7.1,6.4,12.0,7,7.9,2,25.33,65.67,35.72,Moderate
STU1493,19,Male,2,Computer Science,78.6,8.23,7.1,4,2,5,6.8,6,7.8,4.9,8.4,4,6.0,1,40.1,48.56,48.08,Moderate
STU1494,18,Male,3,Computer Science,68.6,6.74,5.4,4,3,5,6.9,5,7.1,6.3,12.3,5,7.4,2,45.83,55.89,39.94,Moderate
STU1495,21,Male,4,Commerce,70.0,6.85,5.2,7,0,4,6.0,8,5.7,7.9,15.1,5,11.7,2,41.25,66.6,26.97,Low
STU1496,21,Male,1,Computer Science,82.8,8.37,6.0,8,3,6,5.9,3,8.8,5.9,8.7,3,5.2,1,55.69,39.7,46.67,Moderate
STU1497,21,Female,1,Medicine,79.8,8.72,7.8,8,1,8,5.1,4,8.6,1.7,6.9,2,6.5,1,57.78,31.73,61.9,High
STU1498,20,Female,4,Commerce,68.1,8.68,8.4,5,4,7,6.2,5,6.9,3.3,7.0,4,2.6,1,57.63,40.85,63.64,High
STU1499,20,Female,1,Engineering,73.3,8.04,7.7,10,1,6,6.3,5,6.8,2.0,8.2,4,5.0,0,58.8,39.84,69.2,High
STU1500,22,Female,3,Computer Science,86.5,7.65,6.4,6,3,5,7.0,6,8.6,8.0,7.1,2,5.4,1,47.72,49.31,41.29,Moderate
STU1501,20,Male,3,Computer Science,70.7,7.11,6.6,7,2,7,6.8,4,10.6,2.4,5.9,4,6.5,2,57.87,39.0,57.28,Moderate
STU1502,20,Male,4,Computer Science,80.6,7.02,5.7,6,1,4,7.0,7,8.6,5.7,12.5,5,8.2,2,39.84,57.51,34.03,Moderate
STU1503,18,Female,1,Design,88.9,7.16,8.9,8,2,8,5.4,3,8.4,2.9,7.4,3,3.6,1,62.78,32.52,68.38,High
STU1504,20,Female,1,Engineering,81.6,6.93,6.4,7,0,5,6.8,9,8.7,2.9,9.4,4,10.4,2,43.52,54.62,48.81,Moderate
STU1505,20,Male,3,Design,73.6,6.93,8.8,8,2,9,4.2,5,7.6,1.5,6.9,3,7.7,1,68.96,33.73,60.96,High
STU1506,20,Female,4,Engineering,75.6,6.9,6.6,7,3,6,6.8,7,7.7,4.3,3.5,4,3.5,1,57.07,45.33,45.77,Moderate
STU1507,21,Male,2,Medicine,68.9,8.83,6.7,6,3,5,7.1,9,6.2,2.0,11.2,6,6.9,2,48.94,58.08,58.6,Moderate
